venda_id,cliente_id,produto_id,tempo_id,quantidade,valor_total
2257,400,269,258,8,15466.24
2258,687,191,107,5,18937.95
2259,181,394,3,10,37529.7
2260,762,99,28,7,29046.85
2261,766,248,218,10,14402.3
2262,443,393,111,2,3573.78
2263,430,295,39,2,4501.06
2264,54,28,192,1,126.78
2265,135,349,284,3,4643.19
2266,862,116,289,5,3833.65
2267,396,314,105,9,29570.04
2268,914,341,150,5,14426.75
2269,715,97,258,7,31861.97
2270,130,376,229,1,1958.22
2271,951,377,190,8,9089.6
2272,446,203,331,1,1641.2
2273,819,238,213,5,106.35
2274,892,491,23,4,14835.88
2275,906,241,4,6,21014.4
2276,806,202,121,4,17864.76
2277,874,245,113,2,4534.38
2278,912,482,48,8,11603.92
2279,708,360,129,10,33331.8
2280,289,436,201,8,5767.2
2281,626,17,348,5,9660.2
2282,773,366,70,7,22195.67
2283,906,432,27,1,176.58
2284,372,123,263,1,4085.64
2285,297,477,97,3,6300.03
2286,358,457,311,1,3382.98
2287,366,197,162,4,18187.84
2288,702,393,245,5,8934.45
2289,341,436,340,4,2883.6
2290,257,185,93,5,17901.0
2291,153,129,238,8,4475.76
2292,123,187,231,3,6565.47
2293,651,55,356,7,30405.9
2294,943,174,100,4,14767.32
2295,666,254,122,6,20801.76
2296,177,58,166,4,17025.04
2297,331,109,82,10,5743.5
2298,181,7,312,7,31066.84
2299,182,121,18,4,6647.64
2300,618,347,229,9,35788.68
2301,414,387,355,10,11193.3
2302,689,341,130,1,2885.35
2303,424,54,295,8,23728.08
2304,447,113,11,3,4853.88
2305,508,496,317,8,28158.8
2306,976,148,86,2,2606.82
2307,599,12,50,9,35613.27
2308,313,233,105,7,10751.3
2309,327,349,256,6,9286.38
2310,875,277,146,8,6914.56
2311,708,50,120,4,18846.36
2312,367,126,308,3,2032.47
2313,994,408,53,3,180.21
2314,426,393,195,1,1786.89
2315,461,242,137,6,12469.38
2316,165,485,353,2,1465.06
2317,855,232,161,4,12386.88
2318,991,141,113,9,10895.67
2319,82,432,354,8,1412.64
2320,922,273,14,3,8396.28
2321,591,384,360,9,8575.56
2322,614,367,107,4,19845.0
2323,703,354,29,8,24706.88
2324,694,246,283,2,8931.18
2325,78,194,292,5,16070.95
2326,678,423,28,10,37630.6
2327,208,195,197,7,23434.04
2328,157,41,164,3,6206.07
2329,502,497,148,2,4766.6
2330,647,128,321,1,255.1
2331,35,57,208,8,28704.48
2332,505,347,233,1,3976.52
2333,371,279,5,6,8818.38
2334,807,307,209,5,18156.35
2335,59,217,65,6,22589.52
2336,740,107,130,8,14232.96
2337,151,21,265,8,12834.4
2338,929,70,204,6,6323.34
2339,602,490,202,1,4645.3
2340,753,281,256,2,3536.24
2341,665,418,304,2,5122.68
2342,826,128,267,7,1785.7
2343,984,186,210,7,24881.43
2344,456,431,115,3,7353.39
2345,199,357,28,10,3258.8
2346,342,25,364,5,6107.0
2347,390,348,62,10,33444.5
2348,786,334,216,5,16796.1
2349,114,236,18,9,24876.36
2350,687,47,363,9,32121.99
2351,47,27,284,9,26348.85
2352,906,141,343,8,9685.04
2353,756,32,21,2,5566.06
2354,505,314,9,6,19713.36
2355,776,308,363,9,5771.7
2356,116,296,331,2,6765.9
2357,386,359,271,2,756.78
2358,98,252,90,9,29452.23
2359,266,472,4,1,3974.95
2360,197,310,179,3,8845.86
2361,819,356,127,7,32146.45
2362,556,469,151,8,5759.92
2363,171,205,179,2,6348.8
2364,751,106,309,10,20248.4
2365,122,339,94,7,2305.52
2366,743,435,6,4,6241.16
2367,58,381,230,4,17705.12
2368,808,144,179,10,11855.3
2369,645,477,326,7,14700.07
2370,664,163,279,1,1691.53
2371,753,15,352,8,18856.4
2372,808,43,113,8,39378.4
2373,690,456,175,7,7693.63
2374,44,420,6,6,22894.38
2375,566,240,78,5,20312.9
2376,617,438,224,10,763.8
2377,285,308,344,10,6413.0
2378,388,469,183,8,5759.92
2379,753,436,204,8,5767.2
2380,736,323,334,7,24893.75
2381,312,204,43,1,1669.57
2382,282,93,257,10,18819.3
2383,367,227,139,6,5670.3
2384,404,361,224,1,707.24
2385,376,90,252,7,10298.05
2386,856,366,260,6,19024.86
2387,543,335,231,3,1937.61
2388,353,475,120,10,22736.7
2389,26,224,205,4,16249.72
2390,625,216,92,3,5806.89
2391,731,276,2,2,8547.86
2392,600,314,116,5,16427.8
2393,367,282,162,9,20841.57
2394,845,299,101,3,2064.21
2395,237,90,312,7,10298.05
2396,298,416,172,8,32823.84
2397,332,265,337,9,16801.56
2398,561,127,52,10,26614.7
2399,103,69,150,1,1406.29
2400,200,1,349,1,3529.13
2401,119,476,246,5,7858.3
2402,463,96,15,6,23362.32
2403,185,153,339,3,4146.78
2404,916,5,27,1,251.12
2405,225,38,67,5,9594.65
2406,540,115,157,3,3927.27
2407,328,352,290,4,6669.32
2408,683,135,109,4,5900.72
2409,385,148,212,1,1303.41
2410,846,500,43,1,2421.36
2411,666,357,68,9,2932.92
2412,813,382,284,7,6542.34
2413,900,351,325,8,28229.28
2414,435,458,42,5,20889.0
2415,651,233,228,2,3071.8
2416,195,228,365,6,20325.3
2417,588,33,103,7,14524.09
2418,672,238,123,9,191.43
2419,477,209,126,8,29422.48
2420,794,95,345,3,4051.56
2421,874,83,198,4,8082.6
2422,256,202,292,6,26797.14
2423,458,376,7,9,17623.98
2424,788,363,318,4,19365.16
2425,776,386,207,2,4913.3
2426,978,159,214,4,1744.52
2427,938,266,79,6,25352.88
2428,595,2,297,6,11808.36
2429,868,377,152,1,1136.2
2430,101,71,1,9,9762.66
2431,932,44,326,2,1338.76
2432,607,2,267,5,9840.3
2433,921,163,311,8,13532.24
2434,40,6,87,4,13611.04
2435,178,91,99,5,5461.35
2436,187,318,297,10,9492.8
2437,438,381,158,9,39836.52
2438,761,131,19,6,13162.14
2439,920,441,141,7,25957.26
2440,302,265,227,8,14934.72
2441,102,427,37,4,16287.44
2442,177,131,81,3,6581.07
2443,96,497,302,3,7149.9
2444,461,183,275,2,7529.96
2445,1000,110,190,2,5514.44
2446,665,4,119,5,16718.65
2447,640,353,350,8,34867.12
2448,97,133,325,9,32271.93
2449,755,62,341,9,34702.29
2450,727,119,273,2,7460.88
2451,130,444,117,10,35593.7
2452,423,140,292,2,6939.5
2453,753,11,320,3,10443.69
2454,894,74,65,4,14864.36
2455,450,196,52,9,5160.42
2456,72,162,29,3,13580.19
2457,660,493,115,4,11174.44
2458,330,37,236,5,6151.65
2459,838,472,293,7,27824.65
2460,670,475,66,4,9094.68
2461,759,486,168,10,38879.2
2462,877,424,185,2,2717.36
2463,837,126,148,7,4742.43
2464,408,266,99,2,8450.96
2465,57,105,181,1,3988.61
2466,568,376,285,3,5874.66
2467,952,474,301,9,40217.94
2468,176,395,350,8,18179.04
2469,153,242,85,10,20782.3
2470,735,223,111,8,28891.76
2471,485,277,92,1,864.32
2472,219,26,19,2,1820.42
2473,971,84,232,8,39739.36
2474,936,1,104,4,14116.52
2475,16,301,241,9,41791.86
2476,57,19,291,5,7514.0
2477,315,214,64,1,1764.09
2478,902,313,299,5,14076.4
2479,244,349,1,5,7738.65
2480,193,365,225,4,16963.0
2481,471,72,79,6,4068.9
2482,697,11,229,8,27849.84
2483,614,152,151,10,14648.7
2484,684,80,49,7,30807.56
2485,341,206,107,10,15630.2
2486,205,167,109,5,6473.3
2487,823,246,102,6,26793.54
2488,222,57,237,10,35880.6
2489,898,24,206,1,4257.28
2490,349,476,120,2,3143.32
2491,969,61,127,1,4972.94
2492,972,351,131,1,3528.66
2493,731,211,319,2,3313.64
2494,357,235,360,4,18373.44
2495,370,478,120,8,611.2
2496,823,407,259,5,15753.2
2497,416,128,174,6,1530.6
2498,975,229,192,4,12504.08
2499,873,287,265,9,27934.11
2500,529,279,100,7,10288.11
2501,68,387,142,5,5596.65
2502,860,419,211,3,6453.03
2503,119,428,292,8,11281.44
2504,460,116,80,2,1533.46
2505,983,294,188,8,22326.64
2506,604,433,207,4,7078.92
2507,150,195,162,7,23434.04
2508,452,108,185,6,1397.4
2509,978,99,218,7,29046.85
2510,176,256,72,2,5456.72
2511,847,109,132,4,2297.4
2512,994,350,166,1,4013.73
2513,995,18,48,1,3229.74
2514,414,98,61,3,11544.78
2515,526,259,121,9,10143.72
2516,999,228,122,2,6775.1
2517,230,467,157,6,108.3
2518,405,495,220,6,28135.68
2519,690,26,48,8,7281.68
2520,57,209,202,10,36778.1
2521,966,499,59,5,14848.5
2522,806,416,359,7,28720.86
2523,508,320,243,9,7946.64
2524,267,404,271,3,3806.58
2525,538,437,296,10,46098.9
2526,244,474,173,4,17874.64
2527,194,259,9,5,5635.4
2528,374,384,162,3,2858.52
2529,119,21,224,8,12834.4
2530,614,194,336,3,9642.57
2531,716,225,279,5,14798.8
2532,270,182,228,7,15631.42
2533,747,323,31,10,35562.5
2534,222,104,3,9,39682.71
2535,982,417,128,4,14444.24
2536,568,181,51,10,27011.4
2537,440,5,11,10,2511.2
2538,933,318,14,6,5695.68
2539,508,175,114,6,19060.92
2540,729,270,55,9,11258.55
2541,605,466,114,10,27265.4
2542,390,478,331,5,382.0
2543,277,157,167,5,11208.35
2544,537,65,162,4,5731.04
2545,366,392,28,8,6932.64
2546,353,470,261,2,3031.46
2547,193,145,259,3,6200.19
2548,853,158,236,7,7386.89
2549,242,310,279,4,11794.48
2550,803,224,125,9,36561.87
2551,612,212,295,1,1214.3
2552,927,395,291,6,13634.28
2553,104,296,271,6,20297.7
2554,760,179,204,1,2927.45
2555,369,293,133,10,29563.7
2556,714,125,152,6,27945.0
2557,364,220,189,7,13359.78
2558,158,303,52,1,4304.23
2559,164,322,50,9,10774.62
2560,751,435,349,3,4680.87
2561,590,192,12,8,11294.48
2562,390,298,85,5,20694.5
2563,434,29,253,6,24622.92
2564,446,205,357,9,28569.6
2565,573,187,232,7,15319.43
2566,325,263,269,5,5363.3
2567,118,149,219,3,4913.7
2568,463,32,243,2,5566.06
2569,410,333,278,4,11674.32
2570,85,476,54,1,1571.66
2571,876,275,94,10,29230.1
2572,134,86,13,7,261.31
2573,769,266,354,9,38029.32
2574,849,293,112,8,23650.96
2575,443,303,289,1,4304.23
2576,516,131,330,1,2193.69
2577,234,182,114,9,20097.54
2578,962,441,296,3,11124.54
2579,98,354,152,9,27795.24
2580,47,219,213,6,9915.06
2581,390,1,70,2,7058.26
2582,632,183,309,8,30119.84
2583,609,256,133,3,8185.08
2584,686,112,23,4,15406.4
2585,44,268,267,7,26572.35
2586,694,192,50,3,4235.43
2587,449,11,246,8,27849.84
2588,945,369,166,10,1384.1
2589,179,173,282,6,23234.94
2590,400,417,235,8,28888.48
2591,965,342,260,9,20188.53
2592,502,238,359,8,170.16
2593,669,274,278,9,7732.44
2594,202,286,177,7,27434.96
2595,679,443,135,10,30732.0
2596,578,238,146,1,21.27
2597,659,2,337,4,7872.24
2598,139,452,214,10,38897.6
2599,706,152,122,6,8789.22
2600,213,357,90,9,2932.92
2601,172,137,152,4,17445.72
2602,256,442,152,1,3665.75
2603,360,136,39,5,570.65
2604,396,198,196,7,24575.53
2605,729,24,260,3,12771.84
2606,278,186,302,1,3554.49
2607,125,219,310,2,3305.02
2608,670,148,47,2,2606.82
2609,979,366,226,8,25366.48
2610,932,63,46,7,1667.61
2611,419,23,62,1,548.26
2612,333,92,197,5,23543.2
2613,797,458,116,5,20889.0
2614,737,470,230,4,6062.92
2615,121,86,75,10,373.3
2616,86,94,16,2,2100.0
2617,126,199,92,4,3785.48
2618,3,116,294,1,766.73
2619,579,329,21,10,30746.0
2620,351,81,205,6,4524.42
2621,628,78,304,5,16363.1
2622,700,293,75,3,8869.11
2623,181,320,219,2,1765.92
2624,418,450,187,6,7169.7
2625,964,259,157,10,11270.8
2626,956,488,365,9,32032.53
2627,11,493,155,3,8380.83
2628,386,243,277,9,315.45
2629,501,278,99,8,25195.36
2630,558,357,31,2,651.76
2631,906,412,207,7,24651.9
2632,999,49,166,6,5412.78
2633,139,341,354,9,25968.15
2634,304,273,113,6,16792.56
2635,338,83,136,2,4041.3
2636,41,109,207,1,574.35
2637,649,433,356,6,10618.38
2638,167,446,227,10,13431.2
2639,478,50,148,8,37692.72
2640,638,11,283,2,6962.46
2641,249,237,253,9,13195.8
2642,109,28,255,6,760.68
2643,488,121,181,7,11633.37
2644,676,230,214,4,1413.32
2645,866,111,223,9,38808.81
2646,512,218,321,10,45127.5
2647,472,388,215,3,10895.91
2648,148,223,201,8,28891.76
2649,465,23,300,10,5482.6
2650,116,55,284,3,13031.1
2651,572,283,82,10,23856.0
2652,5,393,136,8,14295.12
2653,519,92,206,7,32960.48
2654,817,465,363,2,8922.46
2655,1000,33,211,4,8299.48
2656,96,258,73,4,9311.68
2657,722,480,159,10,22922.4
2658,98,364,215,2,2991.76
2659,891,210,145,8,31878.24
2660,309,299,265,5,3440.35
2661,947,485,84,3,2197.59
2662,17,104,50,8,35273.52
2663,113,123,110,8,32685.12
2664,52,88,346,3,9586.41
2665,41,380,240,3,10477.38
2666,44,261,323,8,25713.44
2667,636,175,163,10,31768.2
2668,207,188,342,1,2479.61
2669,563,6,80,2,6805.52
2670,354,362,244,2,9801.56
2671,553,374,310,5,7111.9
2672,523,192,67,10,14118.1
2673,383,115,23,6,7854.54
2674,744,428,133,4,5640.72
2675,397,87,330,10,45026.1
2676,139,328,74,4,14802.88
2677,968,76,9,7,3114.65
2678,23,491,89,9,33380.73
2679,681,188,133,7,17357.27
2680,560,377,150,6,6817.2
2681,578,469,37,9,6479.91
2682,493,364,294,3,4487.64
2683,62,265,32,3,5600.52
2684,491,58,59,7,29793.82
2685,572,246,272,2,8931.18
2686,787,41,132,7,14480.83
2687,698,366,253,5,15854.05
2688,740,466,80,10,27265.4
2689,926,122,337,6,13365.96
2690,980,275,334,8,23384.08
2691,617,245,293,4,9068.76
2692,145,243,312,9,315.45
2693,614,84,306,2,9934.84
2694,401,213,85,7,14124.46
2695,53,145,18,6,12400.38
2696,20,191,31,6,22725.54
2697,957,163,38,6,10149.18
2698,376,44,108,8,5355.04
2699,420,498,279,8,9010.48
2700,159,497,8,2,4766.6
2701,504,443,69,4,12292.8
2702,250,125,7,6,27945.0
2703,926,55,365,9,39093.3
2704,423,135,57,8,11801.44
2705,94,432,106,2,353.16
2706,16,132,146,3,5101.56
2707,800,239,229,5,15986.2
2708,110,260,196,4,8276.72
2709,197,230,215,3,1059.99
2710,774,352,247,7,11671.31
2711,565,243,349,9,315.45
2712,117,62,40,2,7711.62
2713,921,334,49,7,23514.54
2714,548,351,40,9,31757.94
2715,731,71,26,7,7593.18
2716,709,420,171,3,11447.19
2717,235,11,235,7,24368.61
2718,916,447,175,1,699.98
2719,71,258,205,8,18623.36
2720,799,343,192,6,12292.74
2721,972,183,214,4,15059.92
2722,761,82,111,4,8946.4
2723,679,154,48,1,1865.84
2724,605,202,88,8,35729.52
2725,363,434,199,3,4530.0
2726,978,235,93,8,36746.88
2727,290,43,286,8,39378.4
2728,922,22,231,8,22390.64
2729,878,136,307,4,456.52
2730,407,151,250,6,14469.54
2731,868,401,33,3,6474.48
2732,998,249,96,7,19306.35
2733,479,495,252,5,23446.4
2734,513,307,60,6,21787.62
2735,438,285,355,10,45374.1
2736,559,412,17,3,10565.1
2737,127,25,257,6,7328.4
2738,133,277,327,3,2592.96
2739,477,2,14,8,15744.48
2740,678,307,331,7,25418.89
2741,29,398,342,6,4871.22
2742,130,212,110,5,6071.5
2743,767,31,60,3,879.96
2744,81,258,133,6,13967.52
2745,307,161,15,8,23916.56
2746,529,197,124,9,40922.64
2747,46,234,99,1,2110.16
2748,635,253,202,4,5258.44
2749,834,492,293,9,25606.53
2750,902,52,48,5,9034.1
2751,371,93,336,6,11291.58
2752,500,458,308,2,8355.6
2753,904,296,118,8,27063.6
2754,288,293,80,8,23650.96
2755,22,43,314,1,4922.3
2756,986,394,297,7,26270.79
2757,479,134,70,3,6198.39
2758,381,35,213,6,12195.78
2759,217,291,256,9,29600.1
2760,874,152,342,2,2929.74
2761,526,475,73,6,13642.02
2762,201,80,94,8,35208.64
2763,726,186,40,10,35544.9
2764,97,61,333,1,4972.94
2765,288,393,144,2,3573.78
2766,313,152,250,6,8789.22
2767,473,160,61,8,10302.08
2768,856,24,279,8,34058.24
2769,980,56,276,1,1981.89
2770,645,70,273,7,7377.23
2771,61,367,52,5,24806.25
2772,934,244,278,4,5882.92
2773,808,340,263,6,17927.1
2774,21,217,143,5,18824.6
2775,270,61,160,7,34810.58
2776,513,346,164,2,6817.8
2777,594,164,105,4,12755.52
2778,202,76,133,10,4449.5
2779,975,2,180,10,19680.6
2780,696,458,134,3,12533.4
2781,410,465,43,4,17844.92
2782,795,183,151,7,26354.86
2783,209,117,57,9,20327.04
2784,804,365,146,1,4240.75
2785,548,412,45,6,21130.2
2786,888,334,337,1,3359.22
2787,178,374,119,3,4267.14
2788,870,139,317,8,34843.84
2789,609,333,360,6,17511.48
2790,314,184,224,6,11702.04
2791,575,104,22,1,4409.19
2792,860,19,6,2,3005.6
2793,516,441,222,8,29665.44
2794,167,204,107,6,10017.42
2795,711,21,176,1,1604.3
2796,764,485,21,9,6592.77
2797,71,468,124,2,6177.02
2798,146,314,37,2,6571.12
2799,806,327,109,3,11460.63
2800,87,242,201,4,8312.92
2801,528,437,340,2,9219.78
2802,555,248,252,8,11521.84
2803,496,335,95,6,3875.22
2804,137,392,190,1,866.58
2805,373,256,213,1,2728.36
2806,666,432,112,8,1412.64
2807,427,147,118,8,32334.56
2808,792,180,92,7,28854.77
2809,550,148,83,8,10427.28
2810,822,455,354,1,4582.85
2811,989,499,101,1,2969.7
2812,302,264,47,1,4014.42
2813,787,183,253,8,30119.84
2814,525,440,13,1,2199.29
2815,483,442,324,3,10997.25
2816,324,399,111,10,14881.1
2817,6,156,233,9,11809.08
2818,557,335,96,2,1291.74
2819,684,195,45,7,23434.04
2820,505,397,225,3,13340.88
2821,500,277,188,1,864.32
2822,783,230,177,2,706.66
2823,659,15,347,1,2357.05
2824,397,487,68,3,1600.68
2825,536,110,324,2,5514.44
2826,228,77,57,3,2430.99
2827,325,71,333,9,9762.66
2828,675,209,321,6,22066.86
2829,621,216,74,10,19356.3
2830,525,113,342,2,3235.92
2831,168,184,355,2,3900.68
2832,238,387,83,2,2238.66
2833,892,328,346,3,11102.16
2834,622,455,345,4,18331.4
2835,189,281,147,4,7072.48
2836,461,318,19,2,1898.56
2837,815,370,151,8,24294.08
2838,961,320,167,4,3531.84
2839,215,166,196,9,39569.13
2840,32,471,50,1,2882.99
2841,973,168,100,9,41989.5
2842,708,483,322,10,34197.3
2843,605,449,273,6,5947.38
2844,463,468,101,2,6177.02
2845,318,32,201,2,5566.06
2846,314,93,79,6,11291.58
2847,376,162,337,3,13580.19
2848,876,107,39,1,1779.12
2849,582,480,259,2,4584.48
2850,189,73,306,9,33897.06
2851,86,368,352,9,27981.09
2852,173,83,42,10,20206.5
2853,188,55,48,10,43437.0
2854,379,324,63,6,9307.32
2855,380,365,224,3,12722.25
2856,872,102,323,1,540.25
2857,697,421,130,3,8788.71
2858,467,5,93,10,2511.2
2859,874,152,28,10,14648.7
2860,72,49,331,8,7217.04
2861,10,446,167,5,6715.6
2862,111,427,110,3,12215.58
2863,146,343,312,4,8195.16
2864,515,131,332,9,19743.21
2865,337,484,326,8,37185.28
2866,944,43,226,2,9844.6
2867,796,11,281,7,24368.61
2868,153,30,66,3,100.71
2869,84,194,215,9,28927.71
2870,73,243,66,10,350.5
2871,129,218,79,5,22563.75
2872,659,14,225,7,20648.04
2873,47,136,260,8,913.04
2874,362,337,232,5,5988.0
2875,96,469,329,8,5759.92
2876,665,6,310,6,20416.56
2877,812,342,54,10,22431.7
2878,780,159,227,2,872.26
2879,577,445,302,6,22207.92
2880,43,191,224,3,11362.77
2881,718,220,221,3,5725.62
2882,733,263,207,5,5363.3
2883,904,17,226,8,15456.32
2884,970,186,321,9,31990.41
2885,886,33,167,2,4149.74
2886,747,2,126,8,15744.48
2887,233,486,69,9,34991.28
2888,408,311,193,8,11971.92
2889,686,93,224,5,9409.65
2890,336,13,237,8,20462.08
2891,339,298,1,5,20694.5
2892,111,3,363,1,2483.87
2893,958,368,247,2,6218.02
2894,600,126,337,5,3387.45
2895,751,150,304,3,10648.38
2896,84,304,91,10,33011.6
2897,593,340,355,10,29878.5
2898,347,293,176,5,14781.85
2899,377,404,204,5,6344.3
2900,521,120,262,10,11565.2
2901,551,158,244,5,5276.35
2902,274,362,82,8,39206.24
2903,874,275,17,9,26307.09
2904,161,130,228,5,21360.4
2905,569,257,263,8,7245.84
2906,899,342,161,2,4486.34
2907,806,220,238,9,17176.86
2908,359,79,32,6,26688.3
2909,550,59,156,4,19937.6
2910,307,415,72,3,8210.28
2911,989,454,316,10,23204.1
2912,542,123,61,8,32685.12
2913,640,267,259,9,39122.73
2914,311,194,179,7,22499.33
2915,298,403,310,7,31463.53
2916,330,41,329,6,12412.14
2917,233,7,304,10,44381.2
2918,274,329,10,5,15373.0
2919,418,350,149,3,12041.19
2920,973,338,152,7,6372.59
2921,585,352,144,8,13338.64
2922,833,499,142,1,2969.7
2923,984,185,64,4,14320.8
2924,108,206,185,6,9378.12
2925,192,80,56,5,22005.4
2926,757,273,6,7,19591.32
2927,839,467,211,3,54.15
2928,86,283,56,7,16699.2
2929,748,416,255,8,32823.84
2930,213,259,221,1,1127.08
2931,427,238,78,2,42.54
2932,508,114,149,2,7206.94
2933,812,79,160,10,44480.5
2934,333,95,330,3,4051.56
2935,621,63,107,10,2382.3
2936,777,411,71,7,7562.45
2937,221,381,365,6,26557.68
2938,593,333,257,9,26267.22
2939,388,147,7,10,40418.2
2940,790,72,291,3,2034.45
2941,58,380,118,2,6984.92
2942,572,195,308,4,13390.88
2943,743,126,333,4,2709.96
2944,984,336,321,7,7907.97
2945,480,313,265,4,11261.12
2946,737,52,308,6,10840.92
2947,305,165,80,3,14611.17
2948,136,95,253,3,4051.56
2949,995,374,42,7,9956.66
2950,115,169,26,1,3250.19
2951,406,185,28,1,3580.2
2952,356,267,77,10,43469.7
2953,983,90,133,3,4413.45
2954,194,72,49,8,5425.2
2955,747,458,30,1,4177.8
2956,132,14,113,3,8849.16
2957,453,426,28,1,4892.35
2958,286,262,338,6,3112.68
2959,534,401,359,10,21581.6
2960,330,88,309,10,31954.7
2961,702,9,120,10,20997.9
2962,287,448,12,1,883.03
2963,106,109,297,10,5743.5
2964,513,69,22,2,2812.58
2965,539,369,165,7,968.87
2966,911,290,67,2,8927.3
2967,850,311,18,6,8978.94
2968,975,370,50,8,24294.08
2969,283,100,208,1,1162.48
2970,818,197,339,7,31828.72
2971,795,39,339,4,17091.92
2972,357,141,176,5,6053.15
2973,212,142,50,9,15186.06
2974,240,418,35,1,2561.34
2975,377,433,82,2,3539.46
2976,548,370,229,6,18220.56
2977,916,33,241,6,12449.22
2978,637,325,358,5,12909.85
2979,264,28,119,8,1014.24
2980,155,151,267,3,7234.77
2981,795,114,331,5,18017.35
2982,793,470,32,4,6062.92
2983,381,148,131,7,9123.87
2984,294,121,106,8,13295.28
2985,459,179,152,9,26347.05
2986,54,446,172,4,5372.48
2987,4,255,82,4,7049.48
2988,955,194,87,8,25713.52
2989,715,438,78,9,687.42
2990,92,221,217,2,2660.46
2991,668,312,267,10,40240.0
2992,392,98,109,9,34634.34
2993,296,355,167,3,4218.81
2994,230,480,285,7,16045.68
2995,118,342,20,8,17945.36
2996,993,277,51,4,3457.28
2997,169,485,132,4,2930.12
2998,305,472,272,1,3974.95
2999,398,318,291,6,5695.68
3000,466,457,319,1,3382.98
3001,555,263,284,3,3217.98
3002,836,497,17,10,23833.0
3003,804,171,302,8,39066.16
3004,123,159,289,9,3925.17
3005,578,429,226,9,43576.92
3006,553,10,229,4,2569.08
3007,431,124,95,8,25683.36
3008,117,351,364,3,10585.98
3009,961,17,307,6,11592.24
3010,922,341,257,8,23082.8
3011,475,77,54,5,4051.65
3012,737,180,105,1,4122.11
3013,189,93,307,4,7527.72
3014,686,34,103,2,9124.78
3015,508,149,193,2,3275.8
3016,531,358,337,9,4575.33
3017,447,16,60,1,4015.57
3018,1,360,35,4,13332.72
3019,487,364,218,1,1495.88
3020,787,17,144,6,11592.24
3021,193,478,92,10,764.0
3022,148,435,15,5,7801.45
3023,460,291,178,3,9866.7
3024,702,293,120,9,26607.33
3025,941,350,14,3,12041.19
3026,772,277,175,8,6914.56
3027,912,441,226,7,25957.26
3028,582,101,236,2,7794.68
3029,140,422,173,7,1915.48
3030,118,172,61,7,11229.19
3031,668,69,133,3,4218.87
3032,584,434,286,4,6040.0
3033,7,419,286,4,8604.04
3034,234,402,169,2,7405.28
3035,564,152,60,6,8789.22
3036,783,31,13,10,2933.2
3037,781,76,93,1,444.95
3038,42,188,323,6,14877.66
3039,299,498,251,5,5631.55
3040,665,271,174,7,26348.14
3041,575,30,221,5,167.85
3042,62,172,73,10,16041.7
3043,979,452,190,5,19448.8
3044,230,42,331,3,5095.77
3045,731,82,2,3,6709.8
3046,461,47,234,5,17845.55
3047,375,469,31,2,1439.98
3048,845,46,55,4,5662.44
3049,921,32,125,1,2783.03
3050,857,475,284,9,20463.03
3051,446,81,240,3,2262.21
3052,269,385,223,10,45305.4
3053,50,438,28,9,687.42
3054,250,418,96,6,15368.04
3055,589,36,5,10,17515.2
3056,541,405,280,10,30935.5
3057,669,266,218,6,25352.88
3058,659,45,175,6,9406.08
3059,114,170,199,4,1128.88
3060,657,196,168,3,1720.14
3061,625,70,289,3,3161.67
3062,420,33,181,9,18673.83
3063,687,350,201,4,16054.92
3064,349,457,197,2,6765.96
3065,187,381,130,8,35410.24
3066,680,319,212,2,6743.54
3067,688,439,28,7,16308.95
3068,781,216,173,10,19356.3
3069,515,453,294,2,6365.0
3070,320,286,303,1,3919.28
3071,820,210,189,7,27893.46
3072,915,246,34,1,4465.59
3073,832,154,203,4,7463.36
3074,102,311,241,6,8978.94
3075,877,111,38,5,21560.45
3076,453,417,267,3,10833.18
3077,169,397,360,4,17787.84
3078,54,33,324,1,2074.87
3079,142,43,355,9,44300.7
3080,488,301,275,1,4643.54
3081,466,93,293,5,9409.65
3082,356,81,202,4,3016.28
3083,36,229,256,2,6252.04
3084,721,324,159,1,1551.22
3085,386,310,45,4,11794.48
3086,462,94,353,9,9450.0
3087,647,434,259,2,3020.0
3088,886,128,90,7,1785.7
3089,385,416,345,5,20514.9
3090,396,262,328,9,4669.02
3091,451,494,110,2,1485.12
3092,205,192,245,1,1411.81
3093,332,268,91,2,7592.1
3094,857,108,20,10,2329.0
3095,566,92,158,2,9417.28
3096,960,184,338,9,17553.06
3097,648,50,354,7,32981.13
3098,863,109,272,7,4020.45
3099,344,451,210,4,19178.76
3100,810,309,315,7,2727.83
3101,766,495,348,7,32824.96
3102,296,430,219,10,48101.6
3103,773,15,140,4,9428.2
3104,912,405,320,7,21654.85
3105,242,385,100,8,36244.32
3106,214,449,188,9,8921.07
3107,206,64,294,7,30367.96
3108,170,252,111,5,16362.35
3109,88,2,334,1,1968.06
3110,89,411,243,8,8642.8
3111,320,83,166,8,16165.2
3112,822,322,108,1,1197.18
3113,414,147,318,10,40418.2
3114,105,430,128,1,4810.16
3115,540,247,203,4,18346.4
3116,641,85,46,6,15655.74
3117,678,409,234,1,4583.83
3118,871,109,199,9,5169.15
3119,998,372,362,6,16723.98
3120,599,215,240,10,16175.8
3121,767,213,121,5,10088.9
3122,185,169,276,1,3250.19
3123,475,138,298,3,10697.7
3124,748,283,342,6,14313.6
3125,101,93,271,7,13173.51
3126,506,281,314,8,14144.96
3127,304,500,101,6,14528.16
3128,42,464,259,9,10752.84
3129,221,43,137,2,9844.6
3130,473,474,160,10,44686.6
3131,143,306,85,2,578.54
